MN2C9ASZ096W,MINE,잡화,여성슈즈,부츠,엠블럼 레더 앵클 부츠,425000,"부드럽고 유연한 가죽 소재를 사용하여 고급스럽고 견고하게 완성한 앵클 부츠로 뒷면에 시그니쳐 엠블럼 장식을 더해 섬세한 디테일 포인트를 살렸습니다. 날렵한 실루엣이 룩에 세련미를 더해주며, 차분한 컬러감으로 어디에나 두루 매치하기 용이한 활용도 높은 아이템입니다.",,구두/신발,갑피 ZG,"BK(BLACK), IV(IVORY)","240, 245, 235, 230, 255, 250",한국,(주)한섬,202208
SY2C9ASZ096W,SYSTEM,잡화,여성슈즈,부츠,페이크 레더 부츠,365000,"무릎 아래까지 오는 긴 기장감의 롱부츠로 날렵하게 마감한 토 디자인이 세련된 무드를 전해주며, 어디에나 두루 매치하기 좋은 활용도 높은 아이템입니다.",,구두/신발,갑피 PU,"BG(BEIGE), BK(BLACK)","245, 240, 250, 230, 235",한국,(주)한섬,202207
TM2C9ASZ014W,TIME,잡화,여성슈즈,부츠,라운드 토 앵클 부츠,385000,"와이드한 라운드 토 디자인으로 편안한 착화감과 세련된 무드를 선사하는 부츠입니다. 리얼한 가죽의 질감을 그대로 재현한 부드러운 페이크 레더 소재가 돋보이며, 차분한 컬러감으로 어디에나 두루 매치하기 좋습니다.",,구두/신발,갑피 HZ,"BK(BLACK), OT(OTMEAL), SW(Sepia Brown)","245, 240, 250, 235, 230",한국,(주)한섬,202207
TM2C9ASZ003W,TIME,잡화,여성슈즈,부츠,레더 앵클 부츠,385000,"부드럽고 유연한 페이크 레더 소재감과 트렌디한 실루엣의 앵클 부츠 디자인이 어우러져 스타일리시한 무드를 연출하는 슈즈입니다. 날렵한 굽의 쉐입이 세련미를 더해주며, F/W 시즌에 데일리하게 매치하기 좋은 아이템입니다.",,구두/신발,갑피 HZ,"DB(DARK BROWN), KE(KHAKI BEIGE), BK(BLACK)","245, 240, 230, 235, 250",한국,(주)한섬,202207
SJ2C9ASZ097W,SJSJ,잡화,여성슈즈,부츠,스퀘어 토 레더 앵클 부츠,325000,"앞면에 있는 봉제 라인으로 기본 실루엣은 유지하면서 포인트를 살린 부츠로 발목을 슬림하게 감싸는 실루엣이 매력적입니다. 리얼한 가죽의 질감을 그대로 재현한 부드럽고 유연한 페이크 레더 소재감이 돋보이며, 안정적인 굽으로 착화감을 살렸습니다.",,구두/신발,갑피 HZ,"BK(BLACK), OW(OFF WHITE)","240, 245, 230, 235",한국,(주)한섬,202207
SJ2C9ASZ092W,SJSJ,잡화,여성슈즈,부츠,라운드 토 레더 앵클 부츠,325000,"와이드한 라운드 토 디자인으로 편안한 착화감과 세련된 스타일을 모두 만족시키는 부츠입니다. 발목을 슬림하게 감싸주는 실루엣이 매력적이며, 부드럽고 유연한 천연 양가죽 소재를 사용하여 견고하게 완성하였습니다. 차분한 컬러감으로 어디에나 두루 매치하기 좋은 활용도 높은 아이템입니다.",,구두/신발,갑피 ZG,"DK(DARK KHAKI), PE(PALE BEIGE)","240, 245, 235, 230",한국,(주)한섬,202207
SY2C9ASZ094W,SYSTEM,잡화,여성슈즈,부츠,레더 앵클 부츠,325000,"군더더기 없는 디자인에서 브랜드만의 세련된 감각이 전해지는 부츠로 어느 스타일에나 매치하기 좋아 하나쯤은 소장할 만한 제품입니다. 부드럽고 유연한 천연 양가죽 소재로 높은 퀄리티를 자랑하며, 안정적인 굽으로 편안한 착화감을 느낄 수 있습니다.",,구두/신발,갑피 162,"BR(BROWN), IV(IVORY), BK(BLACK)","240, 245, 230, 250, 235",한국,(주)한섬,202207
SY2C7ASZ079W,SYSTEM,잡화,여성슈즈,부츠,레더 앵클 부츠,325000,"스트레치가 있는 소재로 발목을 슬림하게 감싸는 기본 길이의 부츠로 F/W 스타일링에 하나쯤은 꼭 필요한 에센셜한 제품입니다. 부드럽게 마감한 스퀘어 토 디자인이 세련된 무드를 전해주며, 군더더기 없이 간결한 디자인으로 어디에나 두루 매치하기 좋은 활용도 높은 아이템입니다.",,구두/신발,갑피 PL,"BK(BLACK), IV(IVORY)","245, 240, 230, 235, 250",한국,(주)한섬,202206
PL2C7ASZ001W,3.1 Phillip Lim,잡화,여성슈즈,부츠,스티치 라인 레더 워커,1050000,"청키한 아웃솔과 매니시한 워커 스타일이 특징인 슈즈로 고급스러운 터치감의 천연 소가죽 소재가 높은 퀄리티를 자랑합니다. 아웃솔의 윗면에 스티치 라인을 더해 포인트를 살렸으며, 베이직한 디자인으로 다양한 룩과 스타일리시하게 연출하기 좋습니다.",,구두/신발,소가죽,"BK(BLACK), BR(BROWN)","240, 230, 250",중국,필립림,202205
MN2C7ASZ071W,MINE,잡화,여성슈즈,부츠,엠블럼 레더 부츠,565000,"무릎까지 오는 긴 기장감의 롱 부츠로 부드럽고 유연한 램스킨 소재로 고급스러움을 살렸으며, 편안한 착화감을 선사합니다. 은은한 광택감이 있는 굽 뒷면에 어느 각도에서 보아도 화려하게 반짝이는 크리스탈을 블록한 엠블럼 더해 아이덴티티가 돋보입니다.",,구두/신발,갑피 ZG,"DB(DARK BROWN), IV(IVORY)","255, 230, 235, 245, 240",한국,(주)한섬,202206
